track_id,bt_F,bt_AMLt,bt_CMLt,btr_F,category,descriptors,confidence,bt_act_mean,bt_act_max,bt_act_median,bt_act_peak_prominence_mean,bt_act_peak_prominence_std,bt_act_n_peaks,bt_act_periodicity,bt_act_entropy,bt_act_gt_peak_mean,bt_act_gt_peak_std,bt_act_nongt_peak_mean,btr_act_mean,btr_act_max,btr_act_median,btr_act_peak_prominence_mean,btr_act_peak_prominence_std,btr_act_n_peaks,btr_act_periodicity,btr_act_entropy,btr_act_gt_peak_mean,btr_act_gt_peak_std,btr_act_nongt_peak_mean,bt_failure_mode,btr_failure_mode
smc_198,0.7227,0.5797,0.5797,0.7407,other,tempo discontinuity; expressive timing; pauses; poor sound quality; lack of transient sounds; excerpt is the introduction of the song,2,0.1783,0.9991,0.0239,0.8202,0.2943,84,0.6489,6.5366,0.8704,0.2136,0.9208,0.0821,0.7579,0.0103,0.4239,0.2062,61,0.5491,6.3161,0.4605,0.1804,0.4314,,
smc_199,0.3579,0.2364,0.2364,0.2927,other,expressive timing; lack of transient sounds; missing bass; low familiarity with the song/style; quiet accompaniment,3,0.1923,0.9757,0.1018,0.4739,0.3402,82,0.6857,6.9523,0.4881,0.3109,0.7767,0.0721,0.6612,0.0403,0.2047,0.1308,33,0.2246,6.8693,0.1996,0.1351,0.2649,,
smc_202,0.2188,0.2500,0.2500,0.1290,total_failure,quiet accompaniment; slow tempo; expressive timing; lack of transient sounds; wide dynamic range,3,0.1548,0.9410,0.0824,0.4115,0.2904,52,0.3823,7.0019,0.2219,0.2451,0.7311,0.0584,0.4074,0.0388,0.1574,0.0761,5,0.2342,7.0478,0.1006,0.0798,0.1841,wrong_peaks,flat_activations
smc_203,0.2500,0.0130,0.0000,0.2597,total_failure,changing time signature; strong syncopation; ambiguity of metrical level,3,0.1908,0.9977,0.0672,0.5297,0.3516,98,0.6714,6.8258,0.3540,0.3487,0.8291,0.0553,0.8163,0.0061,0.2883,0.1983,40,0.4719,6.1659,0.1805,0.1915,0.4145,other,wrong_peaks
smc_204,0.3063,0.1228,0.1228,0.4375,other,changing time signature; expressive timing; gradual tempo change; poor sound quality; missing bass; low familiarity with the song/style; excerpt is the introduction of a song; ternary meter,3,0.1950,0.9940,0.1140,0.5072,0.2999,86,0.2231,7.0704,0.4733,0.3131,0.7337,0.0760,0.6398,0.0372,0.2279,0.1571,38,0.2435,6.8191,0.2266,0.1749,0.3245,,
smc_205,0.8636,0.7826,0.7826,0.5481,other,pause; gradual tempo change; expressive timing,2,0.0950,0.9997,0.0011,0.7038,0.3475,69,0.6205,5.9210,0.8861,0.2345,0.7835,0.1097,0.8483,0.0250,0.3765,0.2348,86,0.8043,6.4949,0.4953,0.2012,0.4033,,
smc_206,0.6400,0.5122,0.5122,0.4211,other,expressive timing,1,0.1069,0.9883,0.0187,0.5653,0.3691,56,0.4097,6.4589,0.7138,0.3443,0.8159,0.0738,0.7444,0.0260,0.2950,0.1903,48,0.1821,6.6152,0.2742,0.1925,0.4027,,
smc_207,0.9552,1.0000,1.0000,0.5000,other,expressive timing; strong syncopation,2,0.1436,0.9998,0.0001,0.9823,0.1064,77,0.8026,5.9782,0.9562,0.1424,0.9991,0.0673,0.7661,0.0058,0.4126,0.2240,46,0.3338,6.1190,0.3479,0.2549,0.3898,,
smc_208,0.8125,0.8788,0.8788,0.6032,other,expressive timing; lack of transient sounds; ternary meter; missing bass,2,0.1130,0.9905,0.0061,0.6453,0.3672,45,0.6559,6.2040,0.8012,0.2602,0.9187,0.0625,0.6881,0.0032,0.3561,0.1620,35,0.6372,6.2200,0.3424,0.1466,0.3393,,
smc_209,0.6420,0.8537,0.8537,0.5679,other,slow tempo; expressive timing; lack of transient sounds; ternary meter; missing bass,2,0.1368,0.9918,0.0031,0.7784,0.2607,48,0.5886,6.3273,0.6572,0.3106,0.8403,0.0431,0.6195,0.0035,0.3297,0.1480,23,0.6466,6.1017,0.2535,0.1760,0.2185,,
smc_211,0.5647,0.6327,0.6327,0.3956,other,slow tempo; expressive timing; quiet accompaniment,2,0.1422,0.9975,0.0386,0.6615,0.3506,54,0.7997,6.6104,0.5890,0.3426,0.8771,0.0639,0.7748,0.0151,0.3495,0.2343,36,0.7631,6.3478,0.2796,0.2476,0.3239,,
smc_212,0.4783,0.5000,0.5000,0.1754,continuity_drift,gradual tempo change; lack of transient sounds; ternary meter; missing bass,1,0.1870,0.9352,0.1415,0.3577,0.2738,47,0.3115,7.2413,0.4756,0.2507,0.7252,0.0579,0.4192,0.0345,0.2036,0.0903,12,0.3012,6.9627,0.1784,0.1086,0.1658,,
smc_213,0.5278,0.7105,0.7105,0.5526,continuity_drift,slow tempo; lack of transient sounds; gradual tempo change,2,0.1037,0.9866,0.0036,0.7957,0.2342,44,0.4460,6.1588,0.5930,0.3665,0.8459,0.0625,0.5662,0.0100,0.3026,0.1384,34,0.5295,6.4121,0.2495,0.1597,0.3565,,
smc_214,0.4783,0.5417,0.5417,0.2333,continuity_drift,slow tempo; expressive timing; lack of transient sounds; missing bass,2,0.1121,0.9770,0.0211,0.6405,0.3328,30,0.6652,6.4909,0.4667,0.3614,0.8238,0.0542,0.2717,0.0373,0.1508,0.0508,0,0.4053,7.0991,0.1043,0.0631,0.1439,,
smc_215,0.8788,0.8788,0.8788,0.3182,other,quiet accompaniment; expressive timing; wide dynamic range; ternary meter; rich ornamentation in the interpretation,2,0.0860,0.9963,0.0004,0.5991,0.3617,64,0.3616,5.7014,0.8547,0.2621,0.8216,0.0891,0.6699,0.0446,0.2601,0.1606,55,0.2208,6.8671,0.3497,0.1685,0.3095,,
smc_216,0.7324,0.8333,0.8333,0.6944,other,slow tempo; expressive timing; poor sound quality; lack of transient sounds; missing bass,2,0.1617,0.9766,0.0583,0.5299,0.3287,51,0.6458,6.8205,0.7022,0.2347,0.6723,0.0585,0.5487,0.0231,0.2645,0.1294,20,0.5797,6.7199,0.2781,0.1270,0.2739,,
smc_217,0.7742,1.0000,1.0000,0.8387,other,slow tempo; expressive timing; lack of transient sounds; missing bass,1,0.1177,0.9846,0.0005,0.9241,0.0555,35,0.7504,6.0566,0.8668,0.1409,0.9000,0.0496,0.6592,0.0025,0.3825,0.1529,26,0.6395,5.9953,0.3699,0.1850,0.2976,,
smc_219,0.8077,0.7636,0.7636,0.4615,other,expressive timing; lack of transient sounds; missing bass; ternary meter,1,0.2135,0.9575,0.0982,0.4786,0.3150,92,0.5428,6.9749,0.7109,0.1999,0.6807,0.0765,0.6979,0.0311,0.2844,0.1656,45,0.2466,6.7382,0.3234,0.1865,0.2548,,
smc_220,0.7835,0.5455,0.5455,0.8095,other,quiet accompaniment; rich ornamentation in the interpretation; ternary meter,1,0.1548,0.9998,0.0292,0.5889,0.3710,88,0.5965,6.5533,0.9157,0.2094,0.7637,0.0788,0.6488,0.0242,0.2975,0.1689,57,0.4719,6.6264,0.3653,0.1581,0.4209,,
smc_221,0.4918,0.5161,0.5161,0.1096,continuity_drift,slow tempo; gradual tempo change; expressive timing; poor sound quality; lack of transient sounds; missing bass; low familiarity with the song/style; excerpt is the introduction of a song,3,0.1193,0.9923,0.0341,0.4794,0.3493,49,0.4592,6.6255,0.5195,0.3672,0.7730,0.0610,0.5710,0.0329,0.1946,0.1194,22,0.1796,6.8721,0.1668,0.1323,0.2285,,
smc_222,0.5625,0.4615,0.4615,0.3273,other,slow tempo; low familiarity with the song/style; ternary meter; expressive timing,2,0.1873,0.9551,0.0807,0.4888,0.3243,59,0.4885,6.9105,0.7700,0.1684,0.7466,0.0498,0.5730,0.0188,0.2134,0.1345,19,0.2025,6.6374,0.2145,0.1841,0.2194,,
smc_223,0.6849,0.5500,0.5500,0.5128,other,expressive timing; quiet accompaniment; changing time signature; poor sound quality; ternary meter,2,0.1161,0.9933,0.0055,0.6589,0.3548,54,0.5373,6.2262,0.8079,0.2865,0.7455,0.0799,0.8760,0.0345,0.2749,0.1988,45,0.4117,6.6800,0.3633,0.1693,0.3727,,
smc_224,0.3500,0.5349,0.5349,0.2564,continuity_drift,ternary meter,2,0.1825,0.9948,0.0634,0.4981,0.3597,69,0.5495,6.8542,0.5227,0.3597,0.8164,0.0784,0.7193,0.0161,0.3302,0.1937,48,0.6347,6.4348,0.2613,0.2460,0.4118,,
smc_225,0.3962,0.0000,0.0000,0.3188,other,quiet accompaniment; gradual tempo change; tempo discontinuity; pauses; poor sound quality; excerpt is the introduction of the song; ternary meter,1,0.2625,0.9954,0.0918,0.8044,0.2908,100,0.8658,6.8987,0.8567,0.2179,0.9246,0.0823,0.6723,0.0340,0.2723,0.1739,55,0.4228,6.7109,0.3976,0.1799,0.3376,,
smc_226,0.5075,0.6857,0.6857,0.7273,continuity_drift,quiet accompaniment; slow tempo; gradual tempo change; lack of transient sounds; ternary meter,2,0.1136,0.9965,0.0021,0.7930,0.2821,40,0.4336,6.1000,0.6625,0.3725,0.8384,0.0600,0.6608,0.0150,0.2754,0.1498,27,0.3726,6.4947,0.2988,0.1645,0.2808,,
smc_227,0.5634,0.6053,0.6053,0.3947,other,quiet accompaniment; slow tempo; gradual tempo change; tempo discontinuity; pauses; lack of transient sounds; excerpt is the introduction of the song,2,0.1425,0.9642,0.0103,0.6879,0.3052,46,0.6031,6.4263,0.5122,0.3851,0.8616,0.0421,0.5683,0.0078,0.2675,0.1327,15,0.3696,6.3268,0.1465,0.1574,0.1784,,
smc_229,0.9318,1.0000,1.0000,0.8409,good,quiet accompaniment; slow tempo,1,0.1418,0.9879,0.0274,0.7040,0.3214,57,0.8462,6.5470,0.8302,0.2011,0.7692,0.0540,0.8315,0.0037,0.3731,0.2121,37,0.7372,5.9941,0.4067,0.2273,0.2395,,
smc_232,0.7611,0.5156,0.5156,0.4906,other,gradual tempo change; tempo incontinuity; lack of transient sounds; ternary meter; missing bass,3,0.1781,0.9983,0.0978,0.5894,0.3660,87,0.3607,6.9476,0.7330,0.3171,0.6877,0.0668,0.7234,0.0189,0.3115,0.2009,37,0.2414,6.4978,0.2753,0.2263,0.2471,,
smc_235,0.5833,0.6111,0.6111,0.3585,continuity_drift,changing time signature; expressive timing; ternary meter; poor sound quality,2,0.1104,0.9994,0.0140,0.5412,0.3685,58,0.4822,6.3429,0.6948,0.3319,0.6956,0.0967,0.7785,0.0526,0.2633,0.1699,64,0.3777,6.8744,0.3495,0.1715,0.3008,,
smc_236,0.7500,0.8485,0.8485,0.5455,other,gradual tempo change; tempo discontinuity; expressive timing; pauses; wide dynamic range; lack of transient sounds; ternary meter,2,0.1007,0.9972,0.0034,0.6396,0.3790,44,0.6644,6.1997,0.7180,0.3677,0.8888,0.0707,0.7684,0.0221,0.2581,0.1912,34,0.6360,6.5610,0.3943,0.2179,0.2617,,
smc_237,0.5070,0.7368,0.7368,0.5185,continuity_drift,slow tempo; tempo discontinuity; pauses; wide dynamic range; low familiarity,3,0.1369,0.9849,0.0217,0.6733,0.3185,42,0.4060,6.5215,0.6025,0.3087,0.8573,0.0649,0.6145,0.0139,0.2877,0.1733,38,0.3246,6.4388,0.2729,0.1868,0.3474,,
smc_239,0.4127,0.2571,0.2571,0.1333,other,lack of transient sounds; missing bass; no repetition; low familiarity; gradual tempo change,4,0.1605,0.9593,0.0736,0.4504,0.3162,64,0.3516,6.8787,0.5299,0.3240,0.7480,0.0619,0.4832,0.0316,0.2227,0.1040,15,0.3476,6.8505,0.1683,0.1220,0.2259,,
smc_241,0.3409,0.6889,0.6889,0.4419,continuity_drift,gradual tempo change; tempo incontinuity; expressive timing,2,0.1237,0.9983,0.0047,0.7162,0.3300,59,0.7437,6.2599,0.4650,0.3664,0.8937,0.0673,0.6541,0.0096,0.3172,0.1789,44,0.6951,6.3411,0.2764,0.1872,0.4010,,
smc_242,0.7033,0.8696,0.8696,0.6889,other,missing bass,1,0.1244,0.9993,0.0004,0.9112,0.1868,55,0.7122,6.0276,0.8486,0.2306,0.8752,0.0631,0.6382,0.0037,0.3911,0.1462,41,0.7194,6.1941,0.3521,0.1619,0.3834,,
smc_243,0.8148,0.8519,0.8519,0.6230,other,expressive timing; pauses; low familiarity; excerpt is the introduction of the song; rich ornamentation in the interpretation,3,0.0712,0.9992,0.0029,0.6761,0.3518,38,0.3246,5.8939,0.7590,0.3503,0.8114,0.0581,0.7709,0.0093,0.3567,0.2114,37,0.2317,6.2390,0.4415,0.2331,0.2617,,
smc_244,0.2553,0.4688,0.0000,0.2268,other,quiet accompaniment; expressive timing; tempo discontinuity; poor sound quality; lack of transient sounds; ambiguity of metrical level,3,0.1160,0.9934,0.0085,0.6217,0.3489,45,0.4471,6.3453,0.2644,0.3544,0.8273,0.0519,0.6565,0.0138,0.2464,0.1373,16,0.4800,6.5190,0.1009,0.1238,0.2502,,
smc_248,0.3947,0.4231,0.0769,0.4950,other,quiet accompaniment; gradual tempo change; tempo discontinuity; expressive timing; pauses; lack of transient sounds; excerpt is the introduction of the song; ambiguity of metrical level,3,0.0752,0.9870,0.0092,0.5265,0.3481,37,0.3238,6.2184,0.3294,0.3509,0.8408,0.0585,0.5227,0.0257,0.2147,0.1197,27,0.2437,6.7564,0.1765,0.1337,0.1961,,
smc_249,0.8800,0.8718,0.8718,0.7532,other,gradual tempo change; tempo incontinuity; expressive timing; ternary meter; poor sound quality,2,0.0934,0.9993,0.0001,0.9181,0.2182,47,0.5864,5.6511,0.9147,0.2496,0.9242,0.0799,0.6897,0.0223,0.3173,0.1878,54,0.5494,6.5631,0.4218,0.1714,0.4054,,
smc_251,0.9023,0.8986,0.8986,0.8939,good,quiet accompaniment; expressive timing; excerpt is the introduction of the song,2,0.1247,0.9997,0.0080,0.8788,0.2291,78,0.6751,6.1324,0.8476,0.2963,0.8282,0.0864,0.6746,0.0149,0.3802,0.1868,64,0.7279,6.4262,0.4258,0.1953,0.2196,,
smc_252,0.9444,1.0000,1.0000,0.9630,good,quiet accompaniment,1,0.0945,0.9999,0.0000,0.9992,0.0011,61,0.7646,5.5130,0.8845,0.2661,0.9997,0.1090,0.9331,0.0045,0.5562,0.2423,90,0.7286,6.2300,0.7047,0.1271,0.6420,,
smc_253,0.6410,0.6923,0.6923,0.5882,other,quiet accompaniment; low familiarity; strong syncopation; excerpt is the introduction of the song; ternary meter,2,0.1186,0.9925,0.0047,0.7290,0.3319,56,0.6822,6.1520,0.6612,0.3807,0.9351,0.0883,0.8835,0.0145,0.3737,0.2070,70,0.4355,6.4394,0.4184,0.2011,0.4249,,
smc_254,0.1687,0.2857,0.0175,0.3838,total_failure,expressive timing; ambiguity of metrical level; beat phase ambiguity; no repetition; excerpt is the introduction of the song; rich ornamentation in the interpretation; strong syncopation,4,0.0550,0.9897,0.0026,0.5771,0.3387,42,0.2229,5.8373,0.1083,0.2592,0.8425,0.0533,0.8100,0.0073,0.3719,0.2005,33,0.1966,6.1958,0.1452,0.1960,0.3947,wrong_peaks,wrong_peaks
smc_255,0.7945,0.6757,0.6757,0.7297,other,expressive timing; changing time signature,1,0.0670,0.9998,0.0010,0.7680,0.2838,47,0.2574,5.7621,0.7928,0.2895,0.6940,0.0530,0.7769,0.0044,0.4066,0.2110,34,0.3800,6.0216,0.4094,0.2495,0.2881,,
smc_256,0.6316,0.7143,0.0000,0.2800,other,expressive timing; pauses; rich ornamentation in the interpretation; ternary meter,3,0.0405,0.9988,0.0004,0.5785,0.3729,29,0.1861,5.1717,0.5036,0.4714,0.7389,0.0805,0.7115,0.0172,0.3574,0.1922,61,0.4291,6.4726,0.3166,0.2050,0.3744,,
smc_257,0.6218,0.3725,0.1912,0.5263,other,expressive timing; tempo incontinuity; changing time signature; strong syncopation; ternary meter,2,0.2144,0.9922,0.1192,0.4110,0.3485,105,0.6084,7.0070,0.5506,0.3799,0.7924,0.0736,0.8208,0.0169,0.3722,0.2254,49,0.5548,6.4108,0.2929,0.2700,0.2749,,
smc_258,0.3188,0.0698,0.0698,0.3434,other,expressive timing; tempo incontinuity; gradual tempo change; strong syncopation; ternary meter,3,0.2000,0.9605,0.1345,0.3677,0.2537,169,0.2756,7.1482,0.4417,0.2811,0.6440,0.0859,0.7361,0.0482,0.2333,0.1590,49,0.1179,6.9135,0.2151,0.1740,0.3091,,
smc_259,0.5588,0.5000,0.5000,0.5479,other,tempo incontinuity,2,0.1289,0.9994,0.0081,0.7419,0.3247,56,0.6879,6.3372,0.7672,0.3808,0.8354,0.0753,0.6668,0.0214,0.3251,0.1762,48,0.6799,6.5402,0.4399,0.1669,0.2923,,
smc_260,0.8440,0.7321,0.7321,0.5932,other,expressive timing; gradual tempo change; missing bass; ternary meter,2,0.1047,0.9999,0.0075,0.6062,0.3665,89,0.2720,6.1477,0.7845,0.3233,0.8932,0.0740,0.7695,0.0123,0.3563,0.2212,55,0.4923,6.3441,0.3994,0.2161,0.2923,,
smc_261,0.4615,0.4762,0.4762,0.5195,continuity_drift,gradual tempo change; expressive timing; missing bass; strong syncopation,2,0.1267,0.9905,0.0278,0.5221,0.3669,61,0.3888,6.6001,0.5826,0.3418,0.8213,0.0610,0.7829,0.0147,0.3343,0.2305,38,0.2788,6.3533,0.3318,0.2489,0.3594,,
smc_262,0.6804,0.3651,0.3651,0.7438,other,expressive timing; pauses; rich ornamentation in the interpretation; ternary meter,3,0.0947,0.9943,0.0043,0.4789,0.3754,62,0.2177,6.3380,0.5101,0.3948,0.7123,0.0613,0.6829,0.0119,0.3704,0.1714,40,0.3258,6.3585,0.2974,0.2045,0.1542,,
smc_263,0.7213,0.6875,0.6875,0.6897,other,slow tempo; expressive timing; gradual tempo change; excerpt is the introduction of a song,2,0.0891,0.9956,0.0068,0.6676,0.3416,44,0.6108,6.1148,0.7117,0.3517,0.8441,0.0604,0.6688,0.0181,0.2663,0.1690,36,0.3817,6.5236,0.3175,0.1904,0.3789,,
smc_264,0.4462,0.6705,0.0000,0.4419,other,expressive timing; rich ornamentation in the interpretation,2,0.2019,0.9998,0.0026,0.7088,0.3848,130,0.8056,6.4213,0.7553,0.3463,0.9552,0.0636,0.7057,0.0112,0.3229,0.2153,41,0.6760,6.3427,0.3048,0.2066,0.4822,,
smc_265,0.8176,0.6905,0.6905,0.8402,good,gradual tempo change; tempo incontinuity; expressive timing; lack of transient sounds; excerpt is the introduction of a song; missing bass; poor sound quality,1,0.1482,1.0000,0.0029,0.8497,0.2804,92,0.3929,6.1479,0.7742,0.3460,0.8863,0.0967,0.7500,0.0232,0.3594,0.1826,73,0.5991,6.5539,0.3759,0.1714,0.3570,,
smc_266,0.6349,0.5143,0.5143,0.3200,other,expressive timing; missing bass; lack of harmonic change; low familiarity; rich ornamentation in the interpretation,4,0.1029,0.9931,0.0254,0.4625,0.3461,55,0.1410,6.5701,0.6814,0.3113,0.7800,0.0614,0.6792,0.0151,0.2917,0.1858,41,0.1727,6.4513,0.3333,0.1965,0.2977,,
smc_269,0.8571,0.8438,0.8438,0.8710,good,expressive timing; strong syncopation,1,0.0679,0.9941,0.0002,0.6705,0.3222,42,0.3440,5.7397,0.7594,0.2514,0.7480,0.0593,0.6935,0.0072,0.3362,0.1960,44,0.5799,6.2171,0.4359,0.1850,0.3113,,
smc_271,1.0000,1.0000,1.0000,1.0000,good,strong syncopation,1,0.0850,1.0000,0.0000,0.9947,0.0259,69,0.8875,5.3664,0.9948,0.0257,0.0000,0.1006,0.9630,0.0000,0.7946,0.1550,68,0.9485,5.8574,0.8052,0.1286,0.0000,,
smc_272,0.6409,0.5246,0.0000,0.6444,other,none,1,0.0816,1.0000,0.0000,0.9867,0.1009,68,0.8923,5.2397,0.4846,0.4997,0.9865,0.0973,0.9977,0.0000,0.8455,0.1498,68,0.9603,5.8054,0.4257,0.4408,0.5932,,
smc_273,1.0000,1.0000,1.0000,1.0000,good,none,1,0.0750,1.0000,0.0000,0.9999,0.0004,64,0.8918,5.2296,0.9862,0.1089,0.9999,0.0888,0.9522,0.0000,0.8118,0.0864,64,0.9683,5.7445,0.8118,0.0864,0.0000,,
smc_274,0.0000,0.9880,0.0000,0.9820,octave_error,beat phase ambiguity; strong syncopation,1,0.1739,0.9998,0.0002,0.9796,0.1293,97,0.9661,6.2178,0.0007,0.0059,0.9984,0.1294,0.8689,0.0475,0.3831,0.2252,137,0.7381,6.7000,0.5342,0.1939,0.4818,,
smc_275,0.4946,0.0000,0.0000,0.4946,other,none,1,0.1463,0.9998,0.0001,0.8629,0.3184,91,0.9489,6.0788,0.9803,0.0673,0.9946,0.1126,0.9742,0.0000,0.8466,0.0780,80,0.9436,5.9404,0.8948,0.0768,0.8193,,
smc_276,0.6667,1.0000,0.0000,0.6667,octave_error,beat phase ambiguity,1,0.0691,1.0000,0.0000,0.9999,0.0001,63,0.9163,5.0913,0.5000,0.5000,0.0000,0.0937,0.9743,0.0000,0.8965,0.0554,63,0.9613,5.7112,0.4482,0.4499,0.0000,,
smc_277,0.5636,0.4684,0.0000,0.6739,other,none; excerpt is the introduction of a song,1,0.1873,0.9997,0.0069,0.6482,0.3684,113,0.5777,6.4419,0.9594,0.1568,0.8297,0.0674,0.9204,0.0009,0.5435,0.2715,56,0.8747,5.7240,0.7569,0.1908,0.3811,,
smc_278,1.0000,1.0000,1.0000,0.9917,good,none,1,0.0791,1.0000,0.0000,0.9877,0.1003,69,0.8898,5.2098,0.9998,0.0010,0.0000,0.1044,0.9923,0.0001,0.8835,0.1042,70,0.9702,5.8241,0.8928,0.0708,0.3118,,
smc_279,1.0000,1.0000,1.0000,1.0000,good,none,1,0.0893,1.0000,0.0000,0.9998,0.0006,69,0.9286,5.4234,0.9998,0.0006,0.0000,0.1004,0.9895,0.0001,0.8319,0.1295,70,0.9491,5.8196,0.8431,0.0908,0.0000,,
smc_280,1.0000,1.0000,1.0000,1.0000,good,none,1,0.0690,1.0000,0.0000,0.9985,0.0080,57,0.8941,5.1675,0.9997,0.0007,0.9756,0.0751,0.8946,0.0000,0.7336,0.1128,54,0.9283,5.6798,0.7449,0.0777,0.0000,,
smc_281,1.0000,1.0000,1.0000,1.0000,good,excerpt is the introduction of the song; expressive timing,1,0.0934,0.9999,0.0000,0.9788,0.1203,63,0.9300,5.6028,0.9505,0.1769,0.9119,0.0838,0.9291,0.0000,0.6878,0.1339,64,0.9200,5.7970,0.6912,0.1277,0.5662,,
smc_282,0.9818,0.9636,0.9636,0.9818,good,none,1,0.0652,1.0000,0.0000,0.9998,0.0005,63,0.9314,5.1053,0.9840,0.1250,0.9997,0.0922,0.9922,0.0000,0.9122,0.0779,63,0.9633,5.6843,0.8971,0.1379,0.9554,,
smc_283,0.8696,0.5538,0.5538,0.8485,good,none,1,0.0742,0.9999,0.0001,0.8106,0.3154,76,0.8812,5.4032,0.9797,0.1064,0.8676,0.0959,0.9811,0.0045,0.4516,0.3241,70,0.8111,6.1901,0.6754,0.3224,0.3195,,
smc_284,1.0000,1.0000,1.0000,1.0000,good,strong syncopation,1,0.0741,1.0000,0.0000,0.9805,0.1134,66,0.8829,5.2244,0.9830,0.1257,0.9253,0.1003,0.9576,0.0101,0.4906,0.2837,86,0.7699,6.2336,0.7316,0.1616,0.3358,,
smc_285,0.3537,0.4675,0.1429,0.0000,other,none,1,0.1100,0.9991,0.0013,0.7512,0.2663,102,0.7765,5.9227,0.3379,0.3783,0.8836,0.0932,0.9556,0.0056,0.4472,0.2435,114,0.7068,6.1967,0.3470,0.2278,0.5087,,
smc_286,1.0000,1.0000,1.0000,1.0000,good,none; excerpt is the introduction of a song,2,0.1076,0.9996,0.0000,0.8020,0.3503,69,0.9562,5.7926,0.9403,0.1705,0.0000,0.0809,0.9767,0.0000,0.8002,0.1719,58,0.9414,5.6505,0.8001,0.1739,0.0000,,
smc_287,1.0000,0.9833,0.9833,1.0000,good,none,1,0.0664,1.0000,0.0000,0.9999,0.0002,68,0.8717,5.0349,0.9532,0.1930,0.9999,0.0983,0.9978,0.0000,0.9029,0.0821,68,0.9477,5.7563,0.9029,0.0821,0.0000,,
smc_288,0.9915,0.9831,0.9831,1.0000,good,none,1,0.1196,1.0000,0.0005,0.9088,0.2496,70,0.8554,5.8289,0.9798,0.0811,0.9998,0.0761,0.9848,0.0002,0.6101,0.2636,67,0.8385,5.7836,0.7029,0.1774,0.6254,,
smc_289,1.0000,1.0000,1.0000,1.0000,good,none,1,0.0910,0.9999,0.0000,0.9998,0.0003,66,0.8775,5.4870,0.9992,0.0044,0.0000,0.0884,0.9778,0.0000,0.7689,0.1028,66,0.9218,5.7980,0.7689,0.1028,0.0000,,
